xNormalized,yNormalized,levelMicron,confidence
-1.000000,1.000000,,
-0.984375,1.000000,,
-0.968750,1.000000,,
-0.953125,1.000000,,
-0.937500,1.000000,,
-0.921875,1.000000,,
-0.906250,1.000000,,
-0.890625,1.000000,,
-0.875000,1.000000,,
-0.859375,1.000000,,
-0.843750,1.000000,,
-0.828125,1.000000,,
-0.812500,1.000000,,
-0.796875,1.000000,,
-0.781250,1.000000,,
-0.765625,1.000000,,
-0.750000,1.000000,,
-0.734375,1.000000,,
-0.718750,1.000000,,
-0.703125,1.000000,,
-0.687500,1.000000,,
-0.671875,1.000000,,
-0.656250,1.000000,,
-0.640625,1.000000,,
-0.625000,1.000000,,
-0.609375,1.000000,,
-0.593750,1.000000,,
-0.578125,1.000000,,
-0.562500,1.000000,,
-0.546875,1.000000,,
-0.531250,1.000000,,
-0.515625,1.000000,,
-0.500000,1.000000,,
-0.484375,1.000000,,
-0.468750,1.000000,,
-0.453125,1.000000,,
-0.437500,1.000000,,
-0.421875,1.000000,,
-0.406250,1.000000,,
-0.390625,1.000000,,
-0.375000,1.000000,,
-0.359375,1.000000,,
-0.343750,1.000000,,
-0.328125,1.000000,,
-0.312500,1.000000,,
-0.296875,1.000000,,
-0.281250,1.000000,,
-0.265625,1.000000,,
-0.250000,1.000000,,
-0.234375,1.000000,,
-0.218750,1.000000,,
-0.203125,1.000000,,
-0.187500,1.000000,,
-0.171875,1.000000,,
-0.156250,1.000000,0.041240,0.135078
-0.140625,1.000000,0.041240,0.166667
-0.125000,1.000000,0.041240,0.166667
-0.109375,1.000000,0.041240,0.166667
-0.093750,1.000000,0.041240,0.166667
-0.078125,1.000000,0.041240,0.166667
-0.062500,1.000000,0.041240,0.166667
-0.046875,1.000000,0.041240,0.166667
-0.031250,1.000000,0.041240,0.166667
-0.015625,1.000000,0.041240,0.166667
0.000000,1.000000,0.041240,0.166667
0.015625,1.000000,0.041240,0.166667
0.031250,1.000000,0.041240,0.166667
0.046875,1.000000,0.041240,0.166667
0.062500,1.000000,0.041240,0.166667
0.078125,1.000000,0.041240,0.166667
0.093750,1.000000,0.041240,0.166667
0.109375,1.000000,0.041240,0.166667
0.125000,1.000000,0.041240,0.166667
0.140625,1.000000,0.041240,0.166667
0.156250,1.000000,0.041240,0.123899
0.171875,1.000000,,
0.187500,1.000000,,
0.203125,1.000000,,
0.218750,1.000000,,
0.234375,1.000000,,
0.250000,1.000000,,
0.265625,1.000000,,
0.281250,1.000000,,
0.296875,1.000000,,
0.312500,1.000000,,
0.328125,1.000000,,
0.343750,1.000000,,
0.359375,1.000000,,
0.375000,1.000000,,
0.390625,1.000000,,
0.406250,1.000000,,
0.421875,1.000000,,
0.437500,1.000000,,
0.453125,1.000000,,
0.468750,1.000000,,
0.484375,1.000000,,
0.500000,1.000000,,
0.515625,1.000000,,
0.531250,1.000000,,
0.546875,1.000000,,
0.562500,1.000000,,
0.578125,1.000000,,
0.593750,1.000000,,
0.609375,1.000000,,
0.625000,1.000000,,
0.640625,1.000000,,
0.656250,1.000000,,
0.671875,1.000000,,
0.687500,1.000000,,
0.703125,1.000000,,
0.718750,1.000000,,
0.734375,1.000000,,
0.750000,1.000000,,
0.765625,1.000000,,
0.781250,1.000000,,
0.796875,1.000000,,
0.812500,1.000000,,
0.828125,1.000000,,
0.843750,1.000000,,
0.859375,1.000000,,
0.875000,1.000000,,
0.890625,1.000000,,
0.906250,1.000000,,
0.921875,1.000000,,
0.937500,1.000000,,
0.953125,1.000000,,
0.968750,1.000000,,
0.984375,1.000000,,
1.000000,1.000000,,
-1.000000,0.984375,,
-0.984375,0.984375,,
-0.968750,0.984375,,
-0.953125,0.984375,,
-0.937500,0.984375,,
-0.921875,0.984375,,
-0.906250,0.984375,,
-0.890625,0.984375,,
-0.875000,0.984375,,
-0.859375,0.984375,,
-0.843750,0.984375,,
-0.828125,0.984375,,
-0.812500,0.984375,,
-0.796875,0.984375,,
-0.781250,0.984375,,
-0.765625,0.984375,,
-0.750000,0.984375,,
-0.734375,0.984375,,
-0.718750,0.984375,,
-0.703125,0.984375,,
-0.687500,0.984375,,
-0.671875,0.984375,,
-0.656250,0.984375,,
-0.640625,0.984375,,
-0.625000,0.984375,,
-0.609375,0.984375,,
-0.593750,0.984375,,
-0.578125,0.984375,,
-0.562500,0.984375,,
-0.546875,0.984375,,
-0.531250,0.984375,,
-0.515625,0.984375,,
-0.500000,0.984375,,
-0.484375,0.984375,,
-0.468750,0.984375,,
-0.453125,0.984375,,
-0.437500,0.984375,,
-0.421875,0.984375,,
-0.406250,0.984375,,
-0.390625,0.984375,,
-0.375000,0.984375,,
-0.359375,0.984375,,
-0.343750,0.984375,,
-0.328125,0.984375,,
-0.312500,0.984375,,
-0.296875,0.984375,,
-0.281250,0.984375,,
-0.265625,0.984375,,
-0.250000,0.984375,0.041240,0.121786
-0.234375,0.984375,0.041240,0.166667
-0.218750,0.984375,0.041240,0.166667
-0.203125,0.984375,0.041240,0.156613
-0.187500,0.984375,0.041240,0.142857
-0.171875,0.984375,0.041240,0.142857
-0.156250,0.984375,0.041240,0.500000
-0.140625,0.984375,0.412440,1.000000
-0.125000,0.984375,0.412440,1.000000
-0.109375,0.984375,0.412440,1.000000
-0.093750,0.984375,0.412440,1.000000
-0.078125,0.984375,0.412440,1.000000
-0.062500,0.984375,0.412440,1.000000
-0.046875,0.984375,0.412440,1.000000
-0.031250,0.984375,0.412440,1.000000
-0.015625,0.984375,0.412440,1.000000
0.000000,0.984375,0.412440,1.000000
0.015625,0.984375,0.412440,1.000000
0.031250,0.984375,0.412440,1.000000
0.046875,0.984375,0.412440,1.000000
0.062500,0.984375,0.412440,1.000000
0.078125,0.984375,0.412440,1.000000
0.093750,0.984375,0.412440,1.000000
0.109375,0.984375,0.412440,1.000000
0.125000,0.984375,0.412440,1.000000
0.140625,0.984375,0.412440,1.000000
0.156250,0.984375,0.041240,0.261204
0.171875,0.984375,0.041240,0.142857
0.187500,0.984375,0.041240,0.156613
0.203125,0.984375,0.041240,0.156613
0.218750,0.984375,0.041240,0.166667
0.234375,0.984375,0.041240,0.163961
0.250000,0.984375,0.041240,0.113504
0.265625,0.984375,,
0.281250,0.984375,,
0.296875,0.984375,,
0.312500,0.984375,,
0.328125,0.984375,,
0.343750,0.984375,,
0.359375,0.984375,,
0.375000,0.984375,,
0.390625,0.984375,,
0.406250,0.984375,,
0.421875,0.984375,,
0.437500,0.984375,,
0.453125,0.984375,,
0.468750,0.984375,,
0.484375,0.984375,,
0.500000,0.984375,,
0.515625,0.984375,,
0.531250,0.984375,,
0.546875,0.984375,,
0.562500,0.984375,,
0.578125,0.984375,,
0.593750,0.984375,,
0.609375,0.984375,,
0.625000,0.984375,,
0.640625,0.984375,,
0.656250,0.984375,,
0.671875,0.984375,,
0.687500,0.984375,,
0.703125,0.984375,,
0.718750,0.984375,,
0.734375,0.984375,,
0.750000,0.984375,,
0.765625,0.984375,,
0.781250,0.984375,,
0.796875,0.984375,,
0.812500,0.984375,,
0.828125,0.984375,,
0.843750,0.984375,,
0.859375,0.984375,,
0.875000,0.984375,,
0.890625,0.984375,,
0.906250,0.984375,,
0.921875,0.984375,,
0.937500,0.984375,,
0.953125,0.984375,,
0.968750,0.984375,,
0.984375,0.984375,,
1.000000,0.984375,,
-1.000000,0.968750,,
-0.984375,0.968750,,
-0.968750,0.968750,,
-0.953125,0.968750,,
-0.937500,0.968750,,
-0.921875,0.968750,,
-0.906250,0.968750,,
-0.890625,0.968750,,
-0.875000,0.968750,,
-0.859375,0.968750,,
-0.843750,0.968750,,
-0.828125,0.968750,,
-0.812500,0.968750,,
-0.796875,0.968750,,
-0.781250,0.968750,,
-0.765625,0.968750,,
-0.750000,0.968750,,
-0.734375,0.968750,,
-0.718750,0.968750,,
-0.703125,0.968750,,
-0.687500,0.968750,,
-0.671875,0.968750,,
-0.656250,0.968750,,
-0.640625,0.968750,,
-0.625000,0.968750,,
-0.609375,0.968750,,
-0.593750,0.968750,,
-0.578125,0.968750,,
-0.562500,0.968750,,
-0.546875,0.968750,,
-0.531250,0.968750,,
-0.515625,0.968750,,
-0.500000,0.968750,,
-0.484375,0.968750,,
-0.468750,0.968750,,
-0.453125,0.968750,,
-0.437500,0.968750,,
-0.421875,0.968750,,
-0.406250,0.968750,,
-0.390625,0.968750,,
-0.375000,0.968750,,
-0.359375,0.968750,,
-0.343750,0.968750,,
-0.328125,0.968750,,
-0.312500,0.968750,0.041240,0.116066
-0.296875,0.968750,0.041240,0.142857
-0.281250,0.968750,0.041240,0.142857
-0.265625,0.968750,0.041240,0.142857
-0.250000,0.968750,0.041240,0.414214
-0.234375,0.968750,0.371200,1.000000
-0.218750,0.968750,0.371200,1.000000
